,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,better_rank
953,Myles Jury,Chad Mendes,100,-120,100.0,83.33333333,7/14/2018,"Boise, Idaho, USA", USA,Blue,False,Featherweight,MALE,3,2,0,0,5,4,25,3,0,0,3,5,0,0,8,Orthodox,167.64,167.64,145,0,2,0,6,2,21,0,0,1,3,3,1,0,8,Orthodox,177.8,185.42,145,29,33,-2,-2,-1,0,-2,4,3,2,-1,-10.16,-17.78,-4,3.2,-0.033333333,0.4,0,1,Red
954,Cat Zingano,Marion Reneau,-110,-110,90.90909091,90.90909091,7/14/2018,"Boise, Idaho, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,2,0,2,3,21,0,0,0,1,2,2,0,5,Orthodox,167.64,172.72,135,3,0,0,2,3,13,1,0,0,0,2,0,0,2,Southpaw,167.64,172.72,145,36,41,3,2,0,3,0,8,-1,0,2,0.0,0.0,-5,17.625,0.325,-1.15,0,1,Red
955,Eddie Wineland,Alejandro Perez,155,-175,155.0,57.14285714,7/14/2018,"Boise, Idaho, USA", USA,Blue,False,Bantamweight,MALE,3,0,3,0,3,2,18,1,0,1,2,3,0,0,6,Orthodox,167.64,170.18,135,1,0,0,2,6,26,1,0,1,0,4,0,0,5,Orthodox,170.18,175.26,135,34,28,1,3,1,1,4,-8,0,-1,0,-2.54,-5.08,6,3.98863636,0.125,0.193181818,0,1,Blue
956,Darren Elkins,Alexander Volkanovski,180,-220,180.0,45.45454545,7/14/2018,"Boise, Idaho, USA", USA,Blue,False,Featherweight,MALE,3,0,4,0,4,0,10,0,0,0,2,2,0,0,4,Orthodox,167.64,180.34,145,0,6,0,6,4,45,0,0,2,8,3,1,0,14,Orthodox,177.8,180.34,145,34,29,0,-2,-2,-10,4,-35,0,-1,-1,-10.16,0.0,5,33.55555556,-1.166666667,1.388888889,0,1,Red
957,Justin Scoggins,Said Nurmagomedov,-105,-115,95.23809524,86.95652174,7/14/2018,"Boise, Idaho, USA", USA,Blue,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,2,0,0,2,4,19,0,0,0,3,1,0,0,4,Southpaw,170.18,167.64,125,26,26,2,0,-2,-4,4,-19,0,-1,0,2.54,10.16,0,-40.875,-0.375,-2.875,0,1,neither
958,Kurt Holobaugh,Raoni Barcelos,-165,145,60.60606061,145.0,7/14/2018,"Boise, Idaho, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,31,31,1,0,0,0,1,-3,0,0,0,-10.16,-7.62,0,-41.0,-2.0,-1.0,0,1,neither
959,Liz Carmouche,Jennifer Maia,-115,-105,86.95652174,95.23809524,7/14/2018,"Boise, Idaho, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,1,0,0,2,4,18,1,0,1,1,1,0,0,3,Orthodox,167.64,167.64,125,34,29,1,0,-2,-3,4,-18,-1,-1,0,-5.08,-5.08,5,-32.71428571,-0.28571428600000004,-2.714285714,0,1,Red
960,Mark De La Rosa,Elias Garcia,115,-135,115.0,74.07407407,7/14/2018,"Boise, Idaho, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,170.18,125,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,23,25,1,0,0,0,1,-2,0,0,0,-2.54,5.08,-2,-2.0,0.0,0.0,0,1,neither
961,Jessica Aguilar,Jodie Esquibel,150,-170,150.0,58.82352941,7/14/2018,"Boise, Idaho, USA", USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115,2,0,0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,115,36,32,1,0,0,0,1,-3,0,0,0,-5.08,2.54,4,1.5,0.0,-2.0,0,1,neither
962,Stipe Miocic,Daniel Cormier,-160,140,62.5,140.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Blue,True,Heavyweight,MALE,5,0,1,0,4,2,33,6,0,1,3,2,3,0,9,Orthodox,180.34,182.88,235,0,6,0,6,2,34,4,0,0,4,8,0,0,12,Orthodox,193.04,203.2,240,35,39,0,-5,-2,-3,0,-1,2,-6,3,-12.7,-20.32,-4,3.10389611,0.636363636,-0.097402598,0,1,Red
963,Francis Ngannou,Derrick Lewis,-310,255,32.25806452,255.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,6,3,28,0,0,1,0,9,0,0,10,Orthodox,190.5,200.66,260,1,0,0,6,1,13,1,0,0,0,4,1,1,6,Orthodox,193.04,210.82,250,31,33,1,1,0,4,-2,15,-1,4,-1,-2.54,-10.16,-2,12.38461538,-0.28571428600000004,0.384615385,0,1,Red
964,Paul Felder,Mike Perry,-170,150,58.82352941,150.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,2,3,16,0,0,0,0,4,0,0,4,Orthodox,177.8,180.34,170,0,3,0,3,3,24,0,0,1,1,4,1,0,7,Orthodox,180.34,177.8,155,34,26,-2,-3,-1,-3,0,-8,0,0,-1,-2.54,2.54,8,2.77142857,-0.3,-0.014285714,0,1,neither
965,Michael Chiesa,Anthony Pettis,-175,155,57.14285714,155.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,5,6,34,4,0,1,1,2,3,0,7,Orthodox,177.8,182.88,170,1,0,0,3,3,20,1,0,0,2,0,5,0,7,Southpaw,185.42,190.5,170,30,31,0,0,2,0,-3,14,3,2,-2,-7.62,-7.62,-1,18.74615385,-0.184615385,-0.884615385,0,1,Red
966,Gokhan Saki,Khalil Rountree Jr.,-160,140,62.5,140.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,2,3,9,1,0,0,0,2,0,0,2,Southpaw,185.42,193.04,205,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,205,34,28,-1,-1,1,1,-3,8,1,1,0,2.54,7.62,6,-22.6,0.2,0.0,0,1,neither
967,Uriah Hall,Paulo Costa,245,-290,245.0,34.48275862,7/7/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,3,0,5,0,0,0,0,3,0,0,3,Orthodox,185.42,182.88,185,0,1,0,3,6,24,1,0,0,1,3,0,2,6,Orthodox,182.88,200.66,185,33,27,0,2,0,-3,6,-19,-1,-2,0,2.54,-17.78,6,10.5,-0.166666667,-0.583333333,0,1,Red
968,Raphael Assuncao,Rob Font,-140,120,71.42857143,120.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,2,2,12,0,0,0,0,4,1,0,5,Orthodox,172.72,180.34,135,0,3,0,7,2,32,0,0,3,4,2,1,0,10,Orthodox,165.1,167.64,135,35,31,0,-2,-5,-5,0,-20,0,2,0,7.62,12.7,4,-7.86904762,0.404761904,-0.202380953,0,1,Red
969,Lando Vannata,Drakkar Klose,-200,170,50.0,170.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,2,0,0,1,3,9,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,155,26,30,1,0,0,0,2,-3,0,-1,0,0.0,-2.54,-4,-4.0,-0.25,0.75,0,1,neither
970,Curtis Millender,Max Griffin,-170,150,58.82352941,150.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,1,2,10,0,0,0,1,1,0,0,2,Orthodox,180.34,193.04,170,0,1,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,170,30,32,0,0,0,1,-2,8,0,0,0,-7.62,0.0,-2,-7.75,0.25,0.0,0,1,neither
971,Dan Hooker,Gilbert Burns,-115,-105,86.95652174,95.23809524,7/7/2018,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,2,0,3,2,18,0,0,0,1,2,3,0,6,Orthodox,177.8,180.34,155,0,3,0,3,3,19,0,0,0,0,4,2,0,6,Switch,182.88,190.5,155,28,31,0,-1,0,0,1,-1,0,-2,1,-5.08,-10.16,-3,-6.27777778,0.402777778,1.291666667,0,1,neither
972,Jamie Moyle,Emily Whitmire,-185,160,54.05405405,160.0,7/7/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,1,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,154.94,165.1,115,29,27,0,0,-1,-1,0,-5,0,0,0,10.16,-5.08,2,-67.5,0.0,-1.5,0,1,neither
973,Brad Tavares,Israel Adesanya,-105,-115,95.23809524,86.95652174,7/6/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Middleweight,MALE,5,0,2,0,2,0,5,0,0,1,0,1,0,0,2,Switch,193.04,203.2,185,0,4,0,5,4,43,0,0,2,8,2,0,0,12,Orthodox,185.42,187.96,185,30,28,0,-2,-3,-10,4,-38,0,-1,0,7.62,15.24,2,13.5,0.0,-0.9375,0,1,Red
974,Michael Trizano,Joe Giannetti,130,-150,130.0,66.66666667,7/6/2018,"Las Vegas, Nevada, USA", USA,Red,True,Lightweight,MALE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155,26,23,0,0,0,0,0,0,0,0,0,2.54,7.62,3,0.0,0.0,0.0,0,1,neither
975,Jay Cucciniello,Brad Katona,220,-260,220.0,38.46153846,7/6/2018,"Las Vegas, Nevada, USA", USA,Blue,True,Featherweight,MALE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,173.0,155,31,26,0,0,0,0,0,0,0,0,0,-2.54,-10.44,5,0.0,0.0,0.0,0,1,neither
976,Alex Caceres,Martin Bravo,-130,110,76.92307692,110.0,7/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,1,1,3,1,0,0,0,1,0,0,1,Southpaw,172.72,180.34,145,1,0,0,2,10,48,0,0,2,3,0,2,1,8,Southpaw,177.8,185.42,145,30,24,0,0,-1,-7,9,-45,1,0,-2,-5.08,-5.08,6,-18.05555556,-0.7222222220000001,-0.5,0,1,neither
977,Roxanne Modafferi,Barb Honchak,130,-150,130.0,66.66666667,7/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,2,0,0,0,2,8,1,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,35,38,1,0,0,0,1,-5,-1,0,0,-7.62,-10.16,-3,-16.0,1.5,-1.0,0,1,Blue
978,Alessio Di Chirico,Julian Marquez,115,-135,115.0,74.07407407,7/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,1,0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,0,1,0,1,2,9,0,0,1,0,1,0,0,2,Orthodox,182.88,187.96,185,28,28,0,0,0,-1,2,-7,0,-1,1,5.08,2.54,0,-1.25,3.0,-1.25,0,1,neither
979,Montana De La Rosa,Rachael Ostovich,-145,125,68.96551724,125.0,7/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,160.02,157.48,125,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,172.72,125,23,27,0,0,0,0,0,0,0,0,0,-10.16,-15.24,-4,-3.0,0.0,1.0,0,1,neither
980,Luis Pena,Richie Smullen,-380,315,26.31578947,315.0,7/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,190.5,155,25,26,0,0,0,0,0,0,0,0,0,-15.24,-17.78,-1,0.0,0.0,0.0,0,1,neither
981,John Gunther,Allan Zuniga,-130,110,76.92307692,110.0,7/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,32,26,0,0,0,0,0,0,0,0,0,-5.08,-5.08,6,0.0,0.0,0.0,0,1,neither
982,Tyler Diamond,Bryce Mitchell,120,-140,120.0,71.42857143,7/6/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,178.0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,145,27,23,0,0,0,0,0,0,0,0,0,7.62,2.74,4,0.0,0.0,0.0,0,1,neither
983,Matt Bessette,Steven Peterson,-125,105,80.0,105.0,7/6/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,33,28,0,0,0,0,0,0,0,0,0,0.0,0.0,5,30.0,0.0,1.0,0,1,neither
984,Gerald Meerschaert,Oskar Piechota,180,-220,180.0,45.45454545,7/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,2,0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,182.88,193.04,185,0,1,0,2,1,6,0,0,0,0,1,2,0,3,Southpaw,185.42,195.58,185,30,28,0,1,0,-1,1,-2,0,0,-2,-2.54,-2.54,2,19.5,1.0,-0.25,0,1,neither
985,Donald Cerrone,Leon Edwards,215,-255,215.0,39.21568627,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Welterweight,MALE,5,0,5,0,5,2,25,0,0,0,4,2,1,0,7,Southpaw,182.88,187.96,170,0,1,0,8,7,55,1,0,0,6,9,5,0,20,Orthodox,185.42,185.42,155,35,26,0,4,-3,-13,5,-30,-1,-7,-4,-2.54,2.54,9,-14.62962963,0.185185186,0.629629629,0,1,Red
986,Ovince Saint Preux,Tyson Pedro,125,-145,125.0,68.96551724,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Light Heavyweight,MALE,3,0,1,0,2,1,6,0,0,0,0,1,2,0,3,Orthodox,190.5,200.66,205,1,0,0,4,6,37,1,1,0,1,5,3,0,10,Southpaw,190.5,203.2,205,35,26,1,1,-2,-7,5,-31,-1,-4,-1,0.0,-2.54,9,-7.3125,0.25,-0.0625,0,1,Red
987,Jessica-Rose Clark,Jessica Eye,-165,145,60.60606061,145.0,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Women's Flyweight,FEMALE,3,0,1,0,1,6,23,0,0,1,0,0,0,1,2,Orthodox,167.64,167.64,125,0,2,0,2,0,6,0,0,1,1,0,0,0,2,Orthodox,165.1,162.56,125,30,31,0,-1,-1,0,-6,17,0,1,0,2.54,5.08,-1,-32.375,-0.125,-1.5,0,1,Red
988,Li Jingliang,Daichi Abe,-245,205,40.81632653,205.0,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Welterweight,MALE,3,1,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,1,0,0,3,3,17,0,0,1,0,4,0,0,5,Orthodox,182.88,180.34,170,30,26,0,0,-2,-4,2,-11,0,-4,0,-2.54,0.0,4,23.75,0.0,-0.25,0,1,neither
989,Teruto Ishihara,Petr Yan,450,-600,450.0,16.66666667,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,170.18,135,1,0,0,2,4,18,0,0,0,1,2,0,0,3,Southpaw,170.18,175.26,135,26,25,1,0,-2,-3,4,-18,0,-2,0,0.0,-5.08,1,-38.14285714,0.0,-0.428571429,0,1,neither
990,Felipe Arantes,Song Yadong,-105,-115,95.23809524,86.95652174,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Bantamweight,MALE,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,172.72,170.18,135,2,0,0,2,6,28,0,0,0,2,1,2,0,5,Orthodox,172.72,185.42,135,30,20,2,1,-1,-4,6,-27,0,-1,-1,0.0,-15.24,10,-22.36363636,0.363636364,-0.818181818,0,1,neither
991,Rolando Dy,Shane Young,145,-165,145.0,60.60606061,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Featherweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,145,0,1,0,1,2,8,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,145,27,24,-1,-1,-1,-1,1,-5,0,0,0,0.0,7.62,3,-13.33333333,0.0,0.666666667,0,1,neither
992,Song Kenan,Hector Aldana,-290,245,34.48275862,245.0,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,1,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,180.34,170,28,29,0,-1,-1,-1,0,-1,0,-1,0,-2.54,2.54,-1,-14.0,0.0,0.0,0,1,neither
993,Shinsho Anzai,Jake Matthews,450,-600,450.0,16.66666667,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Welterweight,MALE,3,0,2,0,2,3,21,0,0,1,1,0,3,1,6,Orthodox,180.34,185.42,170,0,2,0,2,1,7,0,0,0,1,0,0,1,2,Orthodox,170.18,177.8,170,32,23,0,0,0,4,-2,14,0,0,3,10.16,7.62,9,-1.88888889,0.5555555560000001,0.444444445,0,1,neither
994,Viviane Pereira,Yan Xiaonan,-165,145,60.60606061,145.0,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,160.02,115,1,0,0,2,1,9,0,0,1,1,0,0,0,2,Orthodox,154.94,160.02,115,24,29,1,1,-1,-1,1,-6,0,0,0,10.16,0.0,-5,56.66666667,-0.333333333,-0.333333333,0,1,neither
995,Matt Schnell,Naoki Inoue,165,-190,165.0,52.63157895,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Flyweight,MALE,3,0,1,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,180.34,125,0,1,0,1,2,5,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,135,28,21,0,0,0,0,2,-2,0,0,0,2.54,2.54,7,39.33333333,4.333333333,-0.333333333,0,1,neither
996,Jenel Lausa,Ulka Sasaki,200,-240,200.0,41.66666667,6/23/2018,"Kallang, Singapore", Singapore,Blue,False,Flyweight,MALE,3,1,0,0,1,4,13,0,0,0,0,0,3,0,3,Southpaw,177.8,180.34,125,2,0,0,1,2,9,0,0,0,1,0,0,0,1,Orthodox,165.1,172.72,125,29,28,1,0,0,2,-2,4,0,0,3,12.7,7.62,1,-8.38095238,-0.428571429,0.47619047600000003,0,1,neither
997,Ji Yeon Kim,Melinda Fabian,-170,150,58.82352941,150.0,6/23/2018,"Kallang, Singapore", Singapore,Red,False,Women's Flyweight,FEMALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,1,0,1,1,6,0,0,1,0,0,0,0,1,Orthodox,170.18,182.88,125,28,30,-1,-1,-1,-1,0,-3,0,0,0,-2.54,-15.24,-2,-15.0,0.0,0.0,0,1,neither
998,Robert Whittaker,Yoel Romero,-275,235,36.36363636,235.0,6/9/2018,"Chicago, Illinois, USA", USA,Red,False,Middleweight,MALE,5,0,1,0,8,1,30,2,0,1,1,7,0,0,9,Southpaw,182.88,185.42,185,0,8,0,8,2,30,2,0,0,5,5,0,0,10,Orthodox,182.88,185.42,185,27,41,0,-7,0,-1,1,0,0,2,0,0.0,0.0,-14,-14.73333333,0.0,1.3666666669999998,0,1,Red
999,Rafael Dos Anjos,Colby Covington,115,-135,115.0,74.07407407,6/9/2018,"Chicago, Illinois, USA", USA,Blue,True,Welterweight,MALE,5,0,5,0,5,1,23,0,0,0,4,2,2,0,8,Orthodox,180.34,182.88,170,0,3,0,5,7,64,3,0,0,10,4,3,0,17,Southpaw,172.72,177.8,170,33,30,0,2,0,-9,6,-41,-3,-2,-1,7.62,5.08,3,-9.625,-0.36111111100000004,2.8055555560000003,0,1,Red
1000,Holly Holm,Megan Anderson,-145,125,68.96551724,125.0,6/9/2018,"Chicago, Illinois, USA", USA,Red,False,Women's Featherweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,3,4,31,4,0,1,1,2,0,0,4,Southpaw,172.72,175.26,145,36,28,1,0,-3,-4,4,-31,-4,-2,0,10.16,7.62,8,-50.75,0.0,-0.25,0,1,neither
1001,Andrei Arlovski,Tai Tuivasa,190,-230,190.0,43.47826087,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,0,2,0,2,0,2,0,0,0,0,2,0,0,2,Southpaw,187.96,190.5,264,0,2,0,7,9,50,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,39,25,0,0,-5,-14,9,-48,-5,-7,-2,-2.54,-5.08,14,4.56,-0.2,-0.28,0,1,Red
1002,CM Punk,Mike Jackson,165,-190,165.0,52.63157895,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,188.0,170,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,39,33,0,0,0,0,0,0,0,0,0,2.54,2.58,6,3.0,0.0,0.0,0,1,neither
1003,Alistair Overeem,Curtis Blaydes,170,-200,170.0,50.0,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,0,3,0,3,2,14,0,0,0,2,1,0,1,4,Orthodox,193.04,203.2,265,1,0,0,4,5,25,1,1,0,2,5,0,0,8,Orthodox,193.04,203.2,265,38,27,1,3,-1,-4,3,-11,-1,-3,0,0.0,0.0,11,12.8974359,-0.076923077,4.602564102,0,1,Red
1004,Claudia Gadelha,Carla Esparza,-270,230,37.03703704,230.0,6/9/2018,"Chicago, Illinois, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,1,0,1,2,14,2,0,0,2,0,1,0,3,Orthodox,154.94,160.02,115,1,0,0,2,3,21,1,0,0,3,0,1,0,4,Orthodox,162.56,160.02,115,29,30,1,1,-1,-1,1,-7,1,0,0,-7.62,0.0,-1,-19.91428571,-0.4,-0.457142857,0,1,Red
1005,Ricardo Lamas,Mirsad Bektic,205,-245,205.0,40.81632653,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,4,1,13,0,1,0,1,2,1,0,5,Orthodox,172.72,177.8,145,1,0,0,4,4,28,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,27,1,1,0,-4,3,-15,-1,-1,-2,0.0,-2.54,9,0.1025641,-0.282051282,1.5,0,1,Red
1006,Rashad Coulter,Chris de la Rocha,-115,-105,86.95652174,95.23809524,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Heavyweight,MALE,3,2,0,0,0,2,3,0,0,0,0,0,0,0,0,Orthodox,190.5,203.2,250,2,0,0,0,2,3,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,36,39,0,0,0,0,0,0,0,0,0,10.16,10.16,-3,-3.0,0.0,0.0,0,1,neither
1007,Rashad Evans,Anthony Smith,188,-205,188.0,48.780487799999996,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Light Heavyweight,MALE,3,1,0,0,3,3,17,0,0,0,1,3,0,0,4,Orthodox,193.04,193.04,205,4,0,0,5,8,61,4,1,4,3,6,0,0,14,Orthodox,182.88,190.5,205,38,29,3,0,-2,-10,5,-44,-4,-3,0,10.16,2.54,9,5.9935065000000005,0.28571428600000004,-1.98051948,0,1,neither
1008,Joseph Benavidez,Sergio Pettis,-200,170,50.0,170.0,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Flyweight,MALE,3,1,0,0,4,3,31,0,0,0,7,0,0,0,7,Orthodox,167.64,175.26,135,0,6,0,6,2,36,2,0,1,7,3,1,0,12,Southpaw,162.56,165.1,125,33,24,-1,-6,-2,-5,-1,-5,-2,-3,-1,5.08,10.16,9,7.44285714,0.214285714,0.1,0,1,Red
1009,Clay Guida,Charles Oliveira,120,-140,120.0,71.42857143,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,4,9,36,0,0,0,1,0,9,0,10,Orthodox,177.8,187.96,155,0,2,0,4,11,66,0,0,3,5,2,4,0,14,Orthodox,170.18,177.8,155,36,28,-1,-2,0,-4,2,-30,0,-2,5,7.62,10.16,8,-7.70947368,0.7557894740000001,-1.151578947,0,1,neither
1010,Mike Santiago,Dan Ige,-110,-110,90.90909091,90.90909091,6/9/2018,"Chicago, Illinois, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,145,2,0,0,0,2,5,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,145,28,26,1,0,0,0,1,-2,0,0,0,-7.62,5.08,2,-2.5,-1.0,-1.5,0,1,neither
1011,Jimmie Rivera,Marlon Moraes,-120,100,83.33333333,100.0,6/1/2018,"Utica, New York, USA", USA,Blue,False,Bantamweight,MALE,5,0,2,0,2,1,7,0,0,1,0,1,0,0,2,Orthodox,167.64,170.18,135,0,5,0,5,0,13,0,0,1,3,1,0,0,5,Orthodox,162.56,172.72,135,28,30,0,-3,-3,-3,-1,-6,0,0,0,5.08,-2.54,-2,-24.0,0.333333333,-0.666666667,0,1,Red
